country,year,age,rate
Mexico,2002,35-54 years,1.52
Mexico,2002,25-34 years,1.3
Mexico,2002,55-74 years,1.05
Mexico,2002,75+ years,0.81
Mexico,2002,5-14 years,0.56
Mexico,2003,15-24 years,2.76
Mexico,2003,35-54 years,1.59
Mexico,2003,25-34 years,1.35
Mexico,2003,55-74 years,1.22
Mexico,2003,75+ years,0.86
Mexico,2003,5-14 years,0.46
Mexico,2004,15-24 years,2.34
Mexico,2004,25-34 years,1.68
Mexico,2004,55-74 years,1.46
Mexico,2004,35-54 years,1.33
Mexico,2004,75+ years,1.06
Mexico,2004,5-14 years,0.44
Mexico,2005,15-24 years,2.66
Mexico,2005,25-34 years,1.68
Mexico,2005,35-54 years,1.53
Mexico,2005,55-74 years,1.14
Mexico,2005,75+ years,0.8
Mexico,2005,5-14 years,0.5
Mexico,2006,15-24 years,2.78
Mexico,2006,25-34 years,1.44
Mexico,2006,35-54 years,1.34
Mexico,2006,55-74 years,1.06
Mexico,2006,75+ years,0.76
Mexico,2006,5-14 years,0.53
Mexico,2007,15-24 years,2.61
Mexico,2007,25-34 years,1.8
Mexico,2007,35-54 years,1.62
Mexico,2007,55-74 years,0.95
Mexico,2007,75+ years,0.93
Mexico,2007,5-14 years,0.46
Mexico,2008,15-24 years,3.08
Mexico,2008,25-34 years,1.83
Mexico,2008,35-54 years,1.65
Mexico,2008,55-74 years,1.14
Mexico,2008,75+ years,0.83
Mexico,2008,5-14 years,0.63
Mexico,2009,15-24 years,3.36
Mexico,2009,25-34 years,2.2
Mexico,2009,35-54 years,1.74
Mexico,2009,55-74 years,1.35
Mexico,2009,5-14 years,0.7
Mexico,2009,75+ years,0.37
Mexico,2010,15-24 years,3.23
Mexico,2010,25-34 years,1.83
Mexico,2010,35-54 years,1.66
Mexico,2010,55-74 years,1.08
Mexico,2010,5-14 years,0.63
Mexico,2010,75+ years,0.42
Mexico,2011,15-24 years,4.01
Mexico,2011,25-34 years,2.31
Mexico,2011,35-54 years,1.55
Mexico,2011,55-74 years,1.21
Mexico,2011,5-14 years,0.93
Mexico,2011,75+ years,0.35
Mexico,2012,15-24 years,3.67
Mexico,2012,25-34 years,2.18
Mexico,2012,35-54 years,1.75
Mexico,2012,55-74 years,1.37
Mexico,2012,5-14 years,0.69
Mexico,2012,75+ years,0.45
Mexico,2013,15-24 years,3.5
Mexico,2013,25-34 years,2.14
Mexico,2013,35-54 years,1.73
Mexico,2013,55-74 years,1.45
Mexico,2013,75+ years,0.88
Mexico,2013,5-14 years,0.58
Mexico,2014,15-24 years,3.69
Mexico,2014,25-34 years,2.72
Mexico,2014,35-54 years,2.14
Mexico,2014,55-74 years,1.35
Mexico,2014,5-14 years,0.96
Mexico,2014,75+ years,0.43
Mexico,2015,15-24 years,4.26
Mexico,2015,25-34 years,2.65
Mexico,2015,35-54 years,1.9
Mexico,2015,55-74 years,1.25
Mexico,2015,5-14 years,0.84
Mexico,2015,75+ years,0.57
Mongolia,2016,75+ years,11.4
Mongolia,2016,15-24 years,7.29
Mongolia,2016,25-34 years,5.13
Mongolia,2016,35-54 years,3.69
Mongolia,2016,55-74 years,0.67
Montenegro,2000,15-24 years,0.0
Montenegro,2000,25-34 years,0.0
Montenegro,2000,35-54 years,0.0
Montenegro,2000,5-14 years,0.0
Montenegro,2000,55-74 years,0.0
Montenegro,2000,75+ years,0.0
Montenegro,2001,15-24 years,0.0
Montenegro,2001,25-34 years,0.0
Montenegro,2001,35-54 years,0.0
Montenegro,2001,5-14 years,0.0
Montenegro,2001,55-74 years,0.0
Montenegro,2001,75+ years,0.0
Montenegro,2002,15-24 years,0.0
Montenegro,2002,25-34 years,0.0
Montenegro,2002,35-54 years,0.0
Montenegro,2002,5-14 years,0.0
Montenegro,2002,55-74 years,0.0
Montenegro,2002,75+ years,0.0
Montenegro,2003,15-24 years,0.0
Montenegro,2003,25-34 years,0.0
Montenegro,2003,35-54 years,0.0
Montenegro,2003,5-14 years,0.0
Montenegro,2003,55-74 years,0.0
Montenegro,2003,75+ years,0.0
Montenegro,2004,15-24 years,0.0
Montenegro,2004,25-34 years,0.0
Montenegro,2004,35-54 years,0.0
Montenegro,2004,5-14 years,0.0
Montenegro,2004,55-74 years,0.0
Montenegro,2004,75+ years,0.0
Montenegro,2005,75+ years,37.48
Montenegro,2005,55-74 years,26.58
Montenegro,2005,35-54 years,10.45
Montenegro,2005,25-34 years,6.69
Montenegro,2005,15-24 years,4.15
Montenegro,2005,5-14 years,0.0
Montenegro,2006,15-24 years,0.0
Montenegro,2006,25-34 years,0.0
Montenegro,2006,35-54 years,0.0
Montenegro,2006,5-14 years,0.0
Montenegro,2006,55-74 years,0.0
Montenegro,2006,75+ years,0.0
Montenegro,2007,75+ years,40.88
Montenegro,2007,55-74 years,19.37
Montenegro,2007,35-54 years,11.6
Montenegro,2007,25-34 years,6.52
Montenegro,2007,15-24 years,0.0
Montenegro,2007,5-14 years,0.0
Montenegro,2008,75+ years,56.07
Montenegro,2008,55-74 years,23.87
Montenegro,2008,35-54 years,17.4
Montenegro,2008,25-34 years,10.72
Montenegro,2008,15-24 years,2.14
Montenegro,2008,5-14 years,0.0
Montenegro,2009,75+ years,26.79
Montenegro,2009,55-74 years,18.79
Montenegro,2009,35-54 years,11.62
Montenegro,2009,25-34 years,4.24
Montenegro,2009,15-24 years,2.18
Montenegro,2009,5-14 years,0.0
Netherlands,1985,55-74 years,15.03
Netherlands,1985,35-54 years,10.99
Netherlands,1985,75+ years,10.75
Netherlands,1985,25-34 years,9.25
Netherlands,1985,15-24 years,3.1
Netherlands,1985,5-14 years,0.21
Netherlands,1986,55-74 years,13.07
Netherlands,1986,75+ years,12.96
Netherlands,1986,35-54 years,12.05
Netherlands,1986,25-34 years,9.14
Netherlands,1986,15-24 years,3.59
Netherlands,1986,5-14 years,0.11
Netherlands,1987,55-74 years,14.34
Netherlands,1987,75+ years,13.23
Netherlands,1987,35-54 years,11.29
Netherlands,1987,25-34 years,9.36
Netherlands,1987,15-24 years,3.62
Netherlands,1987,5-14 years,0.11
Netherlands,1988,55-74 years,13.58
Netherlands,1988,75+ years,10.71
Netherlands,1988,35-54 years,10.12
Netherlands,1988,25-34 years,8.32
Netherlands,1988,15-24 years,2.42
Netherlands,1988,5-14 years,0.23
Netherlands,1989,55-74 years,13.0
Netherlands,1989,75+ years,10.83
Netherlands,1989,35-54 years,10.13
Netherlands,1989,25-34 years,7.22
Netherlands,1989,15-24 years,4.42
Netherlands,1989,5-14 years,0.11
Netherlands,1990,75+ years,14.93
Netherlands,1990,55-74 years,10.84
Netherlands,1990,35-54 years,9.31
Netherlands,1990,25-34 years,7.22
Netherlands,1990,15-24 years,3.57
Netherlands,1990,5-14 years,0.23
Netherlands,1991,55-74 years,13.3
Netherlands,1991,75+ years,11.38
Netherlands,1991,35-54 years,9.42
Netherlands,1991,25-34 years,8.59
Netherlands,1991,15-24 years,3.57
Netherlands,1991,5-14 years,0.0
Netherlands,1992,75+ years,12.3
Netherlands,1992,35-54 years,10.38
Netherlands,1992,55-74 years,10.11
Netherlands,1992,25-34 years,6.69
Netherlands,1992,15-24 years,3.75
Netherlands,1992,5-14 years,0.23
Netherlands,1993,75+ years,12.53
Netherlands,1993,55-74 years,10.32
Netherlands,1993,35-54 years,9.27
Netherlands,1993,25-34 years,7.11
Netherlands,1993,15-24 years,3.47
Netherlands,1993,5-14 years,0.22
Netherlands,1994,75+ years,9.41
Netherlands,1994,35-54 years,9.23
Netherlands,1994,55-74 years,8.85
Netherlands,1994,25-34 years,6.6
Netherlands,1994,15-24 years,4.06
Netherlands,1994,5-14 years,0.11
Netherlands,1995,75+ years,9.94
Netherlands,1995,55-74 years,9.15
Netherlands,1995,35-54 years,9.06
Netherlands,1995,25-34 years,6.57
Netherlands,1995,15-24 years,4.4
Netherlands,1995,5-14 years,0.11
Netherlands,1996,75+ years,10.91
Netherlands,1996,55-74 years,10.55
Netherlands,1996,35-54 years,8.76
Netherlands,1996,25-34 years,6.97
Netherlands,1996,15-24 years,3.91
Netherlands,1996,5-14 years,0.11
Netherlands,1997,75+ years,11.7
Netherlands,1997,55-74 years,9.72
Netherlands,1997,35-54 years,8.59
Netherlands,1997,25-34 years,6.84
Netherlands,1997,15-24 years,4.42
Netherlands,1997,5-14 years,0.0
Netherlands,1998,75+ years,10.66
Netherlands,1998,55-74 years,9.86
Netherlands,1998,35-54 years,9.13
Netherlands,1998,25-34 years,6.2
Netherlands,1998,15-24 years,2.25
Netherlands,1998,5-14 years,0.32
Netherlands,1999,75+ years,9.34
Netherlands,1999,55-74 years,8.62
Netherlands,1999,35-54 years,8.35
Netherlands,1999,25-34 years,6.47
Netherlands,1999,15-24 years,4.42
Netherlands,1999,5-14 years,0.52
Netherlands,2000,55-74 years,10.11
Netherlands,2000,35-54 years,9.26
Netherlands,2000,75+ years,7.78
Netherlands,2000,25-34 years,5.53
Netherlands,2000,15-24 years,1.94
Netherlands,2000,5-14 years,0.0
Netherlands,2001,35-54 years,8.68
Netherlands,2001,75+ years,8.48
Netherlands,2001,55-74 years,7.17
Netherlands,2001,25-34 years,5.13
Netherlands,2001,15-24 years,3.42
Netherlands,2001,5-14 years,0.21
Netherlands,2002,55-74 years,9.69
Netherlands,2002,35-54 years,9.05
Netherlands,2002,75+ years,8.71
Netherlands,2002,25-34 years,4.9
Netherlands,2002,15-24 years,2.75
Netherlands,2002,5-14 years,0.21
Netherlands,2003,75+ years,10.94
Netherlands,2003,55-74 years,9.04
Netherlands,2003,35-54 years,7.99
Netherlands,2003,25-34 years,4.22
Netherlands,2003,15-24 years,3.05
Netherlands,2003,5-14 years,0.1
Netherlands,2004,35-54 years,9.51
Netherlands,2004,75+ years,9.14
Netherlands,2004,55-74 years,8.21
Netherlands,2004,25-34 years,3.8
Netherlands,2004,15-24 years,2.62
Netherlands,2004,5-14 years,0.21
Netherlands,2005,35-54 years,9.32
Netherlands,2005,55-74 years,8.17
Netherlands,2005,75+ years,7.2
Netherlands,2005,25-34 years,5.13
Netherlands,2005,15-24 years,3.44
Netherlands,2005,5-14 years,0.21
Netherlands,2006,55-74 years,8.44
Netherlands,2006,35-54 years,8.42
Netherlands,2006,75+ years,6.36
Netherlands,2006,25-34 years,4.89
Netherlands,2006,15-24 years,3.53
Netherlands,2006,5-14 years,0.31
Netherlands,2007,55-74 years,7.28
Netherlands,2007,35-54 years,6.94
Netherlands,2007,75+ years,5.97
Netherlands,2007,25-34 years,4.72
Netherlands,2007,15-24 years,2.27
Netherlands,2007,5-14 years,0.41
Netherlands,2008,55-74 years,8.8
Netherlands,2008,35-54 years,7.47
Netherlands,2008,75+ years,5.6
Netherlands,2008,25-34 years,4.09
Netherlands,2008,15-24 years,3.16
Netherlands,2008,5-14 years,0.0
Netherlands,2009,35-54 years,8.5
Netherlands,2009,55-74 years,7.39
Netherlands,2009,75+ years,6.81
Netherlands,2009,25-34 years,4.82
Netherlands,2009,15-24 years,2.42
Netherlands,2009,5-14 years,0.21
Netherlands,2010,35-54 years,8.49
Netherlands,2010,55-74 years,7.9
Netherlands,2010,75+ years,6.44
Netherlands,2010,25-34 years,5.32
Netherlands,2010,15-24 years,2.6
Netherlands,2010,5-14 years,0.1
Netherlands,2011,55-74 years,8.72
Netherlands,2011,35-54 years,8.63
Netherlands,2011,25-34 years,6.28
Netherlands,2011,75+ years,5.52
Netherlands,2011,15-24 years,3.78
Netherlands,2011,5-14 years,0.1
Netherlands,2012,35-54 years,9.94
Netherlands,2012,55-74 years,9.65
Netherlands,2012,75+ years,7.49
Netherlands,2012,25-34 years,5.75
Netherlands,2012,15-24 years,3.28
Netherlands,2012,5-14 years,0.21
Netherlands,2013,55-74 years,9.67
Netherlands,2013,35-54 years,8.73
Netherlands,2013,75+ years,7.93
Netherlands,2013,15-24 years,4.56
Netherlands,2013,25-34 years,4.54
Netherlands,2013,5-14 years,0.31
Netherlands,2014,55-74 years,10.24
Netherlands,2014,35-54 years,9.52
Netherlands,2014,75+ years,8.2
Netherlands,2014,25-34 years,5.32
Netherlands,2014,15-24 years,4.76
Netherlands,2014,5-14 years,0.1
Netherlands,2015,55-74 years,11.01
Netherlands,2015,35-54 years,8.97
Netherlands,2015,75+ years,7.14
Netherlands,2015,25-34 years,6.31
Netherlands,2015,15-24 years,3.34
Netherlands,2015,5-14 years,0.64
Netherlands,2016,75+ years,11.14
Netherlands,2016,55-74 years,10.26
Netherlands,2016,35-54 years,9.29
Netherlands,2016,25-34 years,6.23
Netherlands,2016,15-24 years,3.41
New Zealand,1985,55-74 years,10.03
New Zealand,1985,35-54 years,6.03
New Zealand,1985,15-24 years,5.14
New Zealand,1985,25-34 years,5.02
New Zealand,1985,75+ years,4.91
New Zealand,1985,5-14 years,1.1
New Zealand,1986,75+ years,10.71
New Zealand,1986,55-74 years,10.42
New Zealand,1986,35-54 years,8.29
New Zealand,1986,15-24 years,8.02
New Zealand,1986,25-34 years,8.01
New Zealand,1986,5-14 years,0.75
New Zealand,1987,75+ years,10.38
New Zealand,1987,25-34 years,8.89
New Zealand,1987,35-54 years,7.33
New Zealand,1987,15-24 years,6.98
New Zealand,1987,55-74 years,6.91
New Zealand,1987,5-14 years,0.39
New Zealand,1988,75+ years,11.17
New Zealand,1988,25-34 years,10.57
New Zealand,1988,55-74 years,9.56
New Zealand,1988,15-24 years,8.75
New Zealand,1988,35-54 years,3.61
New Zealand,1988,5-14 years,0.0
New Zealand,1989,55-74 years,9.19
New Zealand,1989,25-34 years,7.97
New Zealand,1989,15-24 years,7.07
New Zealand,1989,35-54 years,6.28
New Zealand,1989,75+ years,2.17
New Zealand,1989,5-14 years,0.0
New Zealand,1990,25-34 years,7.48
New Zealand,1990,35-54 years,7.1
New Zealand,1990,15-24 years,6.82
New Zealand,1990,55-74 years,6.5
New Zealand,1990,75+ years,6.28
New Zealand,1990,5-14 years,0.0
New Zealand,1991,35-54 years,9.23
New Zealand,1991,55-74 years,6.63
New Zealand,1991,25-34 years,6.58
New Zealand,1991,15-24 years,5.53
New Zealand,1991,75+ years,1.01
New Zealand,1991,5-14 years,0.0
New Zealand,1992,55-74 years,8.07
New Zealand,1992,35-54 years,7.86
New Zealand,1992,15-24 years,5.93
New Zealand,1992,75+ years,5.9
New Zealand,1992,25-34 years,5.17
New Zealand,1992,5-14 years,0.39
New Zealand,1993,25-34 years,9.25
New Zealand,1993,55-74 years,6.56
New Zealand,1993,35-54 years,6.11
New Zealand,1993,15-24 years,5.66
New Zealand,1993,75+ years,3.84
New Zealand,1993,5-14 years,0.39
New Zealand,1994,15-24 years,9.3
New Zealand,1994,75+ years,8.47
New Zealand,1994,25-34 years,7.82
New Zealand,1994,55-74 years,5.77
New Zealand,1994,35-54 years,5.71
New Zealand,1994,5-14 years,0.76
New Zealand,1995,15-24 years,12.3
New Zealand,1995,75+ years,8.22
New Zealand,1995,35-54 years,7.37
New Zealand,1995,25-34 years,6.74
New Zealand,1995,55-74 years,5.36
New Zealand,1995,5-14 years,0.75
New Zealand,1996,15-24 years,13.91
New Zealand,1996,25-34 years,7.0
New Zealand,1996,35-54 years,6.15
New Zealand,1996,55-74 years,4.59
New Zealand,1996,75+ years,4.44
New Zealand,1996,5-14 years,1.46
New Zealand,1997,15-24 years,10.83
New Zealand,1997,25-34 years,10.02
New Zealand,1997,35-54 years,8.11
New Zealand,1997,75+ years,4.32
New Zealand,1997,55-74 years,4.2
New Zealand,1997,5-14 years,1.07
New Zealand,1998,15-24 years,13.27
New Zealand,1998,25-34 years,8.46
New Zealand,1998,35-54 years,8.44
New Zealand,1998,55-74 years,5.88
New Zealand,1998,75+ years,5.05
New Zealand,1998,5-14 years,1.41
New Zealand,1999,15-24 years,14.11
New Zealand,1999,35-54 years,9.11
New Zealand,1999,25-34 years,6.79
New Zealand,1999,55-74 years,5.07
New Zealand,1999,75+ years,4.9
New Zealand,1999,5-14 years,1.04
New Zealand,2000,25-34 years,7.22
New Zealand,2000,15-24 years,5.74
New Zealand,2000,35-54 years,5.37
New Zealand,2000,55-74 years,3.99
New Zealand,2000,75+ years,3.19
New Zealand,2000,5-14 years,0.35
New Zealand,2001,25-34 years,10.19
New Zealand,2001,15-24 years,8.72
New Zealand,2001,75+ years,6.99
New Zealand,2001,35-54 years,6.89
New Zealand,2001,55-74 years,5.53
New Zealand,2001,5-14 years,0.69
New Zealand,2002,15-24 years,11.05
New Zealand,2002,25-34 years,9.21
New Zealand,2002,35-54 years,6.8
New Zealand,2002,55-74 years,4.09
New Zealand,2002,75+ years,3.82
New Zealand,2002,5-14 years,0.0
New Zealand,2003,15-24 years,11.02
New Zealand,2003,35-54 years,9.6
New Zealand,2003,75+ years,8.23
New Zealand,2003,25-34 years,7.81
New Zealand,2003,55-74 years,6.11
New Zealand,2003,5-14 years,0.34
New Zealand,2004,15-24 years,10.38
New Zealand,2004,25-34 years,6.65
New Zealand,2004,35-54 years,6.34
New Zealand,2004,55-74 years,5.9
New Zealand,2004,75+ years,2.96
New Zealand,2004,5-14 years,0.68
New Zealand,2005,25-34 years,9.13
New Zealand,2005,15-24 years,8.16
New Zealand,2005,35-54 years,8.05
New Zealand,2005,75+ years,6.55
New Zealand,2005,55-74 years,6.29
New Zealand,2005,5-14 years,0.68
New Zealand,2006,25-34 years,9.88
New Zealand,2006,35-54 years,8.39
New Zealand,2006,15-24 years,8.01
New Zealand,2006,55-74 years,6.38
New Zealand,2006,75+ years,5.71
New Zealand,2006,5-14 years,1.36
New Zealand,2007,35-54 years,8.77
New Zealand,2007,15-24 years,7.6
New Zealand,2007,25-34 years,4.98
New Zealand,2007,75+ years,4.93
New Zealand,2007,55-74 years,4.85
New Zealand,2007,5-14 years,0.34
New Zealand,2008,15-24 years,12.47
New Zealand,2008,35-54 years,8.23
New Zealand,2008,25-34 years,6.42
New Zealand,2008,55-74 years,5.76
New Zealand,2008,75+ years,4.16
New Zealand,2008,5-14 years,1.04
New Zealand,2009,25-34 years,7.09
New Zealand,2009,15-24 years,6.84
New Zealand,2009,35-54 years,6.62
New Zealand,2009,55-74 years,5.84
New Zealand,2009,75+ years,5.47
New Zealand,2009,5-14 years,1.4
New Zealand,2010,15-24 years,11.27
New Zealand,2010,25-34 years,10.52
New Zealand,2010,35-54 years,8.02
New Zealand,2010,75+ years,6.07
New Zealand,2010,55-74 years,5.16
New Zealand,2010,5-14 years,1.06
New Zealand,2011,15-24 years,10.59
New Zealand,2011,25-34 years,6.59
New Zealand,2011,35-54 years,5.37
New Zealand,2011,75+ years,5.3
New Zealand,2011,55-74 years,4.53
New Zealand,2011,5-14 years,1.06
New Zealand,2012,15-24 years,13.21
New Zealand,2012,75+ years,7.81
New Zealand,2012,35-54 years,7.62
New Zealand,2012,25-34 years,7.55
New Zealand,2012,55-74 years,3.93
New Zealand,2012,5-14 years,1.77
New Zealand,2013,15-24 years,12.01
New Zealand,2013,35-54 years,9.92
New Zealand,2013,25-34 years,7.4
New Zealand,2013,55-74 years,4.24
New Zealand,2013,75+ years,3.28
New Zealand,2013,5-14 years,0.69
Nicaragua,2010,15-24 years,5.55
Nicaragua,2010,25-34 years,3.01
Nicaragua,2010,35-54 years,3.0
Nicaragua,2010,55-74 years,1.67
Nicaragua,2010,5-14 years,1.15
Nicaragua,2010,75+ years,0.0
Nicaragua,2011,15-24 years,9.1
Nicaragua,2011,25-34 years,2.56
Nicaragua,2011,55-74 years,2.39
Nicaragua,2011,35-54 years,1.78
Nicaragua,2011,5-14 years,1.49
Nicaragua,2011,75+ years,0.0
Nicaragua,2012,15-24 years,7.1
Nicaragua,2012,25-34 years,3.28
Nicaragua,2012,35-54 years,1.89
Nicaragua,2012,55-74 years,1.52
Nicaragua,2012,75+ years,1.47
Nicaragua,2012,5-14 years,1.0
Nicaragua,2013,15-24 years,6.45
Nicaragua,2013,35-54 years,2.3
Nicaragua,2013,25-34 years,1.89
Nicaragua,2013,5-14 years,1.68
Nicaragua,2013,55-74 years,0.72
Nicaragua,2013,75+ years,0.0
Nicaragua,2014,15-24 years,5.29
Nicaragua,2014,25-34 years,2.99
Nicaragua,2014,75+ years,2.74
Nicaragua,2014,55-74 years,2.07
Nicaragua,2014,5-14 years,2.02
Nicaragua,2014,35-54 years,0.45
Nicaragua,2015,15-24 years,7.05
Nicaragua,2015,25-34 years,3.51
Nicaragua,2015,35-54 years,2.02
Nicaragua,2015,55-74 years,1.32
Nicaragua,2015,5-14 years,1.18
Nicaragua,2015,75+ years,0.0
Norway,1986,35-54 years,13.96
Norway,1986,55-74 years,13.02
Norway,1986,75+ years,5.76
Norway,1986,25-34 years,4.94
Norway,1986,15-24 years,3.75
Norway,1986,5-14 years,0.0
Norway,1987,55-74 years,12.66
Norway,1987,35-54 years,12.27
Norway,1987,25-34 years,9.48
Norway,1987,15-24 years,3.72
Norway,1987,75+ years,3.36
Norway,1987,5-14 years,0.74
Norway,1988,35-54 years,14.01
Norway,1988,55-74 years,13.04
Norway,1988,25-34 years,11.69
Norway,1988,75+ years,7.68
Norway,1988,15-24 years,6.48
Norway,1988,5-14 years,0.76
Norway,1989,55-74 years,13.21
Norway,1989,25-34 years,10.96
Norway,1989,35-54 years,10.37
Norway,1989,75+ years,8.08
Norway,1989,15-24 years,6.2
Norway,1989,5-14 years,0.77
Norway,1990,55-74 years,13.4
Norway,1990,35-54 years,11.87
Norway,1990,75+ years,7.95
Norway,1990,15-24 years,6.27
Norway,1990,25-34 years,6.09
Norway,1990,5-14 years,0.0
Norway,1991,55-74 years,14.8
Norway,1991,35-54 years,10.66
Norway,1991,75+ years,9.9
Norway,1991,25-34 years,7.96
Norway,1991,15-24 years,4.46
Norway,1991,5-14 years,0.39
Norway,1992,35-54 years,12.44
Norway,1992,55-74 years,10.74
Norway,1992,75+ years,9.21
Norway,1992,25-34 years,6.63
Norway,1992,15-24 years,5.19
Norway,1992,5-14 years,0.39
Norway,1993,55-74 years,9.85
Norway,1993,75+ years,9.56
Norway,1993,25-34 years,7.49
Norway,1993,35-54 years,6.99
Norway,1993,15-24 years,5.96
Norway,1993,5-14 years,0.78
Norway,1994,55-74 years,11.96
Norway,1994,35-54 years,9.31
Norway,1994,25-34 years,8.01
Norway,1994,75+ years,5.46
Norway,1994,15-24 years,4.4
Norway,1994,5-14 years,0.76
Norway,1995,35-54 years,10.02
Norway,1995,55-74 years,8.47
Norway,1995,15-24 years,5.54
Norway,1995,75+ years,5.35
Norway,1995,25-34 years,5.19
Norway,1995,5-14 years,0.75
Norway,1996,35-54 years,8.15
Norway,1996,55-74 years,7.54
Norway,1996,25-34 years,6.66
Norway,1996,15-24 years,5.66
Norway,1996,75+ years,4.76
Norway,1996,5-14 years,1.11
Norway,1997,35-54 years,10.87
Norway,1997,55-74 years,7.85
Norway,1997,25-34 years,7.8
Norway,1997,75+ years,5.6
Norway,1997,15-24 years,4.7
Norway,1997,5-14 years,0.0
Norway,1998,55-74 years,10.47
Norway,1998,35-54 years,8.92
Norway,1998,15-24 years,7.72
Norway,1998,25-34 years,6.86
Norway,1998,75+ years,5.07
Norway,1998,5-14 years,0.0
Norway,1999,35-54 years,9.96
Norway,1999,15-24 years,8.94
Norway,1999,25-34 years,8.04
Norway,1999,55-74 years,7.01
Norway,1999,75+ years,5.93
Norway,1999,5-14 years,0.35
Norway,2000,25-34 years,8.34
Norway,2000,35-54 years,8.09
Norway,2000,55-74 years,7.42
Norway,2000,75+ years,5.44
Norway,2000,15-24 years,5.27
Norway,2000,5-14 years,0.0
Norway,2001,35-54 years,10.31
Norway,2001,15-24 years,7.55
Norway,2001,55-74 years,7.27
Norway,2001,25-34 years,5.44
Norway,2001,75+ years,3.16
Norway,2001,5-14 years,0.0
Norway,2002,55-74 years,9.78
Norway,2002,35-54 years,7.37
Norway,2002,25-34 years,7.05
Norway,2002,15-24 years,5.63
Norway,2002,75+ years,3.62
Norway,2002,5-14 years,0.0
Norway,2003,55-74 years,7.18
Norway,2003,35-54 years,7.15
Norway,2003,25-34 years,6.85
Norway,2003,15-24 years,6.31
Norway,2003,75+ years,4.98
Norway,2003,5-14 years,1.0
Norway,2004,35-54 years,11.49
Norway,2004,55-74 years,9.61
Norway,2004,15-24 years,7.31
Norway,2004,25-34 years,6.33
Norway,2004,75+ years,5.89
Norway,2004,5-14 years,0.99
Norway,2005,25-34 years,10.61
Norway,2005,35-54 years,9.66
Norway,2005,55-74 years,9.64
Norway,2005,15-24 years,7.19
Norway,2005,75+ years,6.79
Norway,2005,5-14 years,0.33
Norway,2006,35-54 years,9.4
Norway,2006,55-74 years,7.88
Norway,2006,25-34 years,6.83
Norway,2006,15-24 years,6.34
Norway,2006,75+ years,2.72
Norway,2006,5-14 years,0.0
Norway,2007,35-54 years,9.45
Norway,2007,55-74 years,8.61
Norway,2007,25-34 years,6.88
Norway,2007,75+ years,5.9
Norway,2007,15-24 years,4.83
Norway,2007,5-14 years,0.0
Norway,2008,35-54 years,8.9
Norway,2008,25-34 years,8.84
Norway,2008,55-74 years,7.55
Norway,2008,75+ years,7.31
Norway,2008,15-24 years,7.09
Norway,2008,5-14 years,0.0
Norway,2009,25-34 years,10.11
Norway,2009,35-54 years,8.82
Norway,2009,55-74 years,8.2
Norway,2009,15-24 years,5.94
Norway,2009,75+ years,3.22
Norway,2009,5-14 years,1.0
Norway,2010,35-54 years,10.08
Norway,2010,55-74 years,10.05
Norway,2010,25-34 years,7.76
Norway,2010,75+ years,4.63
Norway,2010,15-24 years,4.2
Norway,2010,5-14 years,0.0
Norway,2011,35-54 years,10.61
Norway,2011,55-74 years,7.81
Norway,2011,25-34 years,7.33
Norway,2011,15-24 years,6.32
Norway,2011,75+ years,2.8
Norway,2011,5-14 years,1.34
Norway,2012,35-54 years,8.8
Norway,2012,75+ years,6.55
Norway,2012,15-24 years,6.53
Norway,2012,55-74 years,6.45
Norway,2012,25-34 years,5.3
Norway,2012,5-14 years,0.33
Norway,2013,35-54 years,10.94
Norway,2013,55-74 years,9.95
Norway,2013,25-34 years,7.28
Norway,2013,15-24 years,6.17
Norway,2013,75+ years,2.34
Norway,2013,5-14 years,0.0
Norway,2014,55-74 years,9.56
Norway,2014,35-54 years,7.4
Norway,2014,25-34 years,5.92
Norway,2014,15-24 years,5.23
Norway,2014,75+ years,3.27
Norway,2014,5-14 years,0.33
Norway,2015,55-74 years,11.39
Norway,2015,25-34 years,8.99
Norway,2015,35-54 years,8.8
Norway,2015,75+ years,7.88
Norway,2015,15-24 years,5.23
Norway,2015,5-14 years,0.65
Oman,2009,15-24 years,0.0
Oman,2009,25-34 years,0.0
Oman,2009,35-54 years,0.0
Oman,2009,5-14 years,0.0
Oman,2009,55-74 years,0.0
Oman,2009,75+ years,0.0
Oman,2010,15-24 years,0.0
Oman,2010,25-34 years,0.0
Oman,2010,35-54 years,0.0
Oman,2010,5-14 years,0.0
Oman,2010,55-74 years,0.0
Oman,2010,75+ years,0.0
Oman,2014,15-24 years,0.0
Oman,2014,25-34 years,0.0
Oman,2014,35-54 years,0.0
Oman,2014,5-14 years,0.0
Oman,2014,55-74 years,0.0
Oman,2014,75+ years,0.0
Panama,1985,55-74 years,3.61
Panama,1985,25-34 years,1.88
Panama,1985,15-24 years,1.75
Panama,1985,35-54 years,0.55
Panama,1985,5-14 years,0.38
Panama,1985,75+ years,0.0
Panama,1986,75+ years,6.1
Panama,1986,15-24 years,3.43
Panama,1986,35-54 years,1.61
Panama,1986,25-34 years,1.22
Panama,1986,5-14 years,0.37
Panama,1986,55-74 years,0.0
Panama,1987,55-74 years,3.46
Panama,1987,15-24 years,3.36
Panama,1987,25-34 years,3.0
Panama,1987,35-54 years,2.11
Panama,1987,5-14 years,0.36
Panama,1987,75+ years,0.0
Panama,1988,75+ years,4.62
Panama,1988,55-74 years,4.43
Panama,1988,15-24 years,3.72
