country,year,age,rate
Malta,1987,75+ years,18.87
Malta,1987,15-24 years,0.0
Malta,1987,25-34 years,0.0
Malta,1987,35-54 years,0.0
Malta,1987,5-14 years,0.0
Malta,1987,55-74 years,0.0
Malta,1988,25-34 years,10.45
Malta,1988,15-24 years,7.87
Malta,1988,35-54 years,6.68
Malta,1988,5-14 years,0.0
Malta,1988,55-74 years,0.0
Malta,1988,75+ years,0.0
Malta,1989,15-24 years,19.76
Malta,1989,75+ years,17.86
Malta,1989,55-74 years,16.26
Malta,1989,25-34 years,13.89
Malta,1989,35-54 years,8.68
Malta,1989,5-14 years,0.0
Malta,1990,35-54 years,8.44
Malta,1990,15-24 years,7.81
Malta,1990,55-74 years,4.0
Malta,1990,25-34 years,3.5
Malta,1990,5-14 years,0.0
Malta,1990,75+ years,0.0
Malta,1991,15-24 years,11.49
Malta,1991,25-34 years,10.68
Malta,1991,35-54 years,6.16
Malta,1991,5-14 years,0.0
Malta,1991,55-74 years,0.0
Malta,1991,75+ years,0.0
Malta,1992,75+ years,36.36
Malta,1992,25-34 years,14.44
Malta,1992,55-74 years,11.45
Malta,1992,15-24 years,7.49
Malta,1992,35-54 years,2.0
Malta,1992,5-14 years,0.0
Malta,1993,25-34 years,14.71
Malta,1993,55-74 years,7.49
Malta,1993,35-54 years,3.9
Malta,1993,15-24 years,3.66
Malta,1993,5-14 years,0.0
Malta,1993,75+ years,0.0
Malta,1994,75+ years,17.86
Malta,1994,25-34 years,11.15
Malta,1994,15-24 years,10.75
Malta,1994,35-54 years,9.52
Malta,1994,5-14 years,0.0
Malta,1994,55-74 years,0.0
Malta,1995,15-24 years,14.13
Malta,1995,35-54 years,7.43
Malta,1995,55-74 years,7.25
Malta,1995,25-34 years,3.77
Malta,1995,5-14 years,0.0
Malta,1995,75+ years,0.0
Malta,1996,75+ years,15.63
Malta,1996,25-34 years,11.76
Malta,1996,15-24 years,10.45
Malta,1996,55-74 years,3.61
Malta,1996,35-54 years,1.81
Malta,1996,5-14 years,0.0
Malta,1997,75+ years,29.85
Malta,1997,15-24 years,10.34
Malta,1997,25-34 years,8.16
Malta,1997,35-54 years,7.09
Malta,1997,5-14 years,0.0
Malta,1997,55-74 years,0.0
Malta,1998,55-74 years,14.34
Malta,1998,35-54 years,10.43
Malta,1998,25-34 years,4.1
Malta,1998,15-24 years,0.0
Malta,1998,5-14 years,0.0
Malta,1998,75+ years,0.0
Malta,1999,25-34 years,24.49
Malta,1999,35-54 years,19.1
Malta,1999,75+ years,14.08
Malta,1999,55-74 years,10.38
Malta,1999,15-24 years,3.37
Malta,1999,5-14 years,0.0
Malta,2000,75+ years,26.7
Malta,2000,35-54 years,17.28
Malta,2000,25-34 years,7.9
Malta,2000,55-74 years,6.55
Malta,2000,15-24 years,3.32
Malta,2000,5-14 years,0.0
Malta,2001,55-74 years,21.65
Malta,2001,35-54 years,15.48
Malta,2001,15-24 years,13.19
Malta,2001,25-34 years,11.34
Malta,2001,5-14 years,0.0
Malta,2001,75+ years,0.0
Malta,2002,25-34 years,10.96
Malta,2002,55-74 years,8.82
Malta,2002,35-54 years,8.66
Malta,2002,15-24 years,0.0
Malta,2002,5-14 years,0.0
Malta,2002,75+ years,0.0
Malta,2003,75+ years,24.26
Malta,2003,25-34 years,21.23
Malta,2003,55-74 years,11.19
Malta,2003,35-54 years,7.0
Malta,2003,15-24 years,3.31
Malta,2003,5-14 years,0.0
Malta,2004,75+ years,23.76
Malta,2004,55-74 years,10.67
Malta,2004,35-54 years,10.59
Malta,2004,15-24 years,6.64
Malta,2004,25-34 years,0.0
Malta,2004,5-14 years,0.0
Malta,2005,75+ years,34.39
Malta,2005,35-54 years,14.19
Malta,2005,55-74 years,10.1
Malta,2005,25-34 years,3.38
Malta,2005,15-24 years,0.0
Malta,2005,5-14 years,0.0
Malta,2006,75+ years,33.28
Malta,2006,35-54 years,14.22
Malta,2006,15-24 years,10.12
Malta,2006,25-34 years,10.09
Malta,2006,55-74 years,9.65
Malta,2006,5-14 years,0.0
Malta,2007,35-54 years,21.32
Malta,2007,25-34 years,16.49
Malta,2007,55-74 years,11.69
Malta,2007,75+ years,10.8
Malta,2007,15-24 years,6.82
Malta,2007,5-14 years,0.0
Malta,2008,75+ years,10.45
Malta,2008,55-74 years,9.08
Malta,2008,35-54 years,8.87
Malta,2008,15-24 years,3.41
Malta,2008,25-34 years,3.22
Malta,2008,5-14 years,0.0
Malta,2009,25-34 years,28.57
Malta,2009,75+ years,20.33
Malta,2009,55-74 years,19.84
Malta,2009,35-54 years,17.72
Malta,2009,15-24 years,10.18
Malta,2009,5-14 years,0.0
Malta,2010,35-54 years,30.13
Malta,2010,75+ years,19.58
Malta,2010,15-24 years,10.27
Malta,2010,25-34 years,9.54
Malta,2010,55-74 years,8.56
Malta,2010,5-14 years,0.0
Malta,2011,35-54 years,15.95
Malta,2011,25-34 years,12.78
Malta,2011,15-24 years,10.45
Malta,2011,55-74 years,8.32
Malta,2011,5-14 years,0.0
Malta,2011,75+ years,0.0
Malta,2012,55-74 years,16.21
Malta,2012,35-54 years,10.62
Malta,2012,25-34 years,9.51
Malta,2012,75+ years,8.9
Malta,2012,15-24 years,3.49
Malta,2012,5-14 years,0.0
Malta,2013,35-54 years,19.4
Malta,2013,75+ years,8.51
Malta,2013,55-74 years,7.91
Malta,2013,15-24 years,6.98
Malta,2013,25-34 years,6.24
Malta,2013,5-14 years,4.81
Malta,2014,75+ years,40.54
Malta,2014,35-54 years,22.77
Malta,2014,55-74 years,9.66
Malta,2014,15-24 years,7.07
Malta,2014,25-34 years,6.14
Malta,2014,5-14 years,0.0
Malta,2015,25-34 years,24.11
Malta,2015,35-54 years,15.62
Malta,2015,55-74 years,15.09
Malta,2015,15-24 years,7.2
Malta,2015,5-14 years,0.0
Malta,2015,75+ years,0.0
Mauritius,1985,25-34 years,21.47
Mauritius,1985,35-54 years,20.11
Mauritius,1985,55-74 years,19.87
Mauritius,1985,15-24 years,19.2
Mauritius,1985,5-14 years,0.96
Mauritius,1985,75+ years,0.0
Mauritius,1986,25-34 years,7.88
Mauritius,1986,35-54 years,7.38
Mauritius,1986,15-24 years,4.62
Mauritius,1986,55-74 years,2.19
Mauritius,1986,5-14 years,0.0
Mauritius,1986,75+ years,0.0
Mauritius,1987,35-54 years,36.66
Mauritius,1987,25-34 years,23.0
Mauritius,1987,15-24 years,22.86
Mauritius,1987,55-74 years,13.1
Mauritius,1987,5-14 years,0.0
Mauritius,1987,75+ years,0.0
Mauritius,1988,75+ years,62.5
Mauritius,1988,35-54 years,43.31
Mauritius,1988,55-74 years,29.91
Mauritius,1988,25-34 years,29.44
Mauritius,1988,15-24 years,20.59
Mauritius,1988,5-14 years,0.91
Mauritius,1989,25-34 years,42.31
Mauritius,1989,75+ years,38.46
Mauritius,1989,35-54 years,35.78
Mauritius,1989,15-24 years,18.92
Mauritius,1989,55-74 years,16.84
Mauritius,1989,5-14 years,0.0
Mauritius,1990,35-54 years,30.61
Mauritius,1990,55-74 years,26.69
Mauritius,1990,25-34 years,26.5
Mauritius,1990,15-24 years,18.27
Mauritius,1990,5-14 years,0.92
Mauritius,1990,75+ years,0.0
Mauritius,1991,75+ years,47.62
Mauritius,1991,25-34 years,36.85
Mauritius,1991,55-74 years,25.32
Mauritius,1991,35-54 years,23.81
Mauritius,1991,15-24 years,15.59
Mauritius,1991,5-14 years,0.0
Mauritius,1992,75+ years,45.45
Mauritius,1992,35-54 years,39.56
Mauritius,1992,25-34 years,23.67
Mauritius,1992,15-24 years,17.56
Mauritius,1992,55-74 years,16.67
Mauritius,1992,5-14 years,0.98
Mauritius,1993,75+ years,29.41
Mauritius,1993,25-34 years,29.27
Mauritius,1993,35-54 years,26.74
Mauritius,1993,55-74 years,26.69
Mauritius,1993,15-24 years,13.33
Mauritius,1993,5-14 years,1.98
Mauritius,1994,25-34 years,39.96
Mauritius,1994,15-24 years,25.13
Mauritius,1994,55-74 years,24.44
Mauritius,1994,35-54 years,21.77
Mauritius,1994,75+ years,14.29
Mauritius,1994,5-14 years,0.0
Mauritius,1995,35-54 years,36.76
Mauritius,1995,25-34 years,33.43
Mauritius,1995,75+ years,27.78
Mauritius,1995,55-74 years,26.05
Mauritius,1995,15-24 years,15.84
Mauritius,1995,5-14 years,1.02
Mauritius,1996,25-34 years,32.77
Mauritius,1996,55-74 years,31.87
Mauritius,1996,35-54 years,29.58
Mauritius,1996,15-24 years,26.21
Mauritius,1996,5-14 years,0.0
Mauritius,1996,75+ years,0.0
Mauritius,1997,35-54 years,27.68
Mauritius,1997,25-34 years,27.0
Mauritius,1997,75+ years,25.64
Mauritius,1997,55-74 years,21.74
Mauritius,1997,15-24 years,20.04
Mauritius,1997,5-14 years,1.02
Mauritius,1998,25-34 years,35.64
Mauritius,1998,35-54 years,30.52
Mauritius,1998,55-74 years,21.7
Mauritius,1998,15-24 years,18.9
Mauritius,1998,5-14 years,2.02
Mauritius,1998,75+ years,0.0
Mauritius,1999,25-34 years,41.92
Mauritius,1999,35-54 years,36.47
Mauritius,1999,75+ years,34.48
Mauritius,1999,15-24 years,12.31
Mauritius,1999,55-74 years,9.65
Mauritius,1999,5-14 years,1.0
Mauritius,2000,25-34 years,29.74
Mauritius,2000,35-54 years,24.88
Mauritius,2000,15-24 years,24.32
Mauritius,2000,55-74 years,24.03
Mauritius,2000,75+ years,10.27
Mauritius,2000,5-14 years,0.0
Mauritius,2001,25-34 years,22.57
Mauritius,2001,55-74 years,21.97
Mauritius,2001,35-54 years,19.83
Mauritius,2001,75+ years,9.6
Mauritius,2001,15-24 years,7.83
Mauritius,2001,5-14 years,0.98
Mauritius,2002,25-34 years,29.98
Mauritius,2002,35-54 years,25.29
Mauritius,2002,55-74 years,23.15
Mauritius,2002,15-24 years,16.91
Mauritius,2002,75+ years,9.27
Mauritius,2002,5-14 years,0.0
Mauritius,2003,25-34 years,21.15
Mauritius,2003,55-74 years,20.66
Mauritius,2003,35-54 years,13.82
Mauritius,2003,75+ years,8.94
Mauritius,2003,15-24 years,6.05
Mauritius,2003,5-14 years,0.98
Mauritius,2004,25-34 years,22.79
Mauritius,2004,35-54 years,19.34
Mauritius,2004,75+ years,17.58
Mauritius,2004,15-24 years,11.21
Mauritius,2004,55-74 years,9.95
Mauritius,2004,5-14 years,0.0
Mauritius,2005,35-54 years,21.92
Mauritius,2005,25-34 years,18.26
Mauritius,2005,55-74 years,17.33
Mauritius,2005,15-24 years,9.31
Mauritius,2005,75+ years,8.63
Mauritius,2005,5-14 years,0.99
Mauritius,2006,75+ years,52.64
Mauritius,2006,35-54 years,20.77
Mauritius,2006,25-34 years,18.84
Mauritius,2006,15-24 years,17.61
Mauritius,2006,55-74 years,14.78
Mauritius,2006,5-14 years,0.0
Mauritius,2007,75+ years,34.83
Mauritius,2007,25-34 years,29.35
Mauritius,2007,35-54 years,21.23
Mauritius,2007,15-24 years,16.49
Mauritius,2007,55-74 years,12.61
Mauritius,2007,5-14 years,0.0
Mauritius,2008,55-74 years,22.58
Mauritius,2008,25-34 years,20.34
Mauritius,2008,35-54 years,12.85
Mauritius,2008,15-24 years,11.2
Mauritius,2008,5-14 years,0.0
Mauritius,2008,75+ years,0.0
Mauritius,2009,35-54 years,25.56
Mauritius,2009,25-34 years,20.18
Mauritius,2009,15-24 years,16.03
Mauritius,2009,55-74 years,9.72
Mauritius,2009,75+ years,7.61
Mauritius,2009,5-14 years,1.01
Mauritius,2010,75+ years,31.98
Mauritius,2010,25-34 years,17.63
Mauritius,2010,35-54 years,15.39
Mauritius,2010,15-24 years,14.96
Mauritius,2010,55-74 years,13.46
Mauritius,2010,5-14 years,0.0
Mauritius,2011,25-34 years,27.65
Mauritius,2011,75+ years,23.37
Mauritius,2011,35-54 years,21.96
Mauritius,2011,15-24 years,12.85
Mauritius,2011,55-74 years,12.83
Mauritius,2011,5-14 years,0.0
Mauritius,2012,25-34 years,26.09
Mauritius,2012,35-54 years,20.21
Mauritius,2012,55-74 years,15.54
Mauritius,2012,75+ years,15.14
Mauritius,2012,15-24 years,8.84
Mauritius,2012,5-14 years,1.08
Mauritius,2013,25-34 years,20.78
Mauritius,2013,35-54 years,18.52
Mauritius,2013,15-24 years,17.66
Mauritius,2013,75+ years,13.67
Mauritius,2013,55-74 years,12.54
Mauritius,2013,5-14 years,0.0
Mauritius,2014,25-34 years,26.67
Mauritius,2014,15-24 years,24.91
Mauritius,2014,35-54 years,22.88
Mauritius,2014,75+ years,6.67
Mauritius,2014,55-74 years,6.01
Mauritius,2014,5-14 years,0.0
Mauritius,2015,35-54 years,20.53
Mauritius,2015,25-34 years,18.11
Mauritius,2015,15-24 years,14.51
Mauritius,2015,75+ years,12.89
Mauritius,2015,55-74 years,8.68
Mauritius,2015,5-14 years,0.0
Mauritius,2016,25-34 years,19.38
Mauritius,2016,75+ years,19.04
Mauritius,2016,15-24 years,18.68
Mauritius,2016,35-54 years,18.28
Mauritius,2016,55-74 years,11.12
Mexico,1985,75+ years,10.19
Mexico,1985,55-74 years,6.22
Mexico,1985,25-34 years,5.99
Mexico,1985,35-54 years,5.6
Mexico,1985,15-24 years,4.45
Mexico,1985,5-14 years,0.44
Mexico,1986,75+ years,15.83
Mexico,1986,55-74 years,7.38
Mexico,1986,25-34 years,6.68
Mexico,1986,35-54 years,6.05
Mexico,1986,15-24 years,4.74
Mexico,1986,5-14 years,0.37
Mexico,1987,75+ years,11.84
Mexico,1987,25-34 years,6.75
Mexico,1987,55-74 years,6.68
Mexico,1987,35-54 years,6.11
Mexico,1987,15-24 years,4.64
Mexico,1987,5-14 years,0.35
Mexico,1988,75+ years,12.85
Mexico,1988,55-74 years,7.37
Mexico,1988,25-34 years,6.14
Mexico,1988,35-54 years,5.53
Mexico,1988,15-24 years,4.63
Mexico,1988,5-14 years,0.44
Mexico,1989,75+ years,17.44
Mexico,1989,55-74 years,8.11
Mexico,1989,35-54 years,6.13
Mexico,1989,25-34 years,6.04
Mexico,1989,15-24 years,5.08
Mexico,1989,5-14 years,0.38
Mexico,1990,75+ years,17.79
Mexico,1990,55-74 years,8.27
Mexico,1990,35-54 years,6.42
Mexico,1990,25-34 years,6.1
Mexico,1990,15-24 years,4.97
Mexico,1990,5-14 years,0.39
Mexico,1991,75+ years,14.59
Mexico,1991,55-74 years,8.57
Mexico,1991,25-34 years,6.52
Mexico,1991,35-54 years,6.23
Mexico,1991,15-24 years,5.79
Mexico,1991,5-14 years,0.43
Mexico,1992,75+ years,17.29
Mexico,1992,55-74 years,8.49
Mexico,1992,25-34 years,7.63
Mexico,1992,35-54 years,6.72
Mexico,1992,15-24 years,5.79
Mexico,1992,5-14 years,0.38
Mexico,1993,75+ years,16.96
Mexico,1993,55-74 years,8.6
Mexico,1993,25-34 years,7.46
Mexico,1993,35-54 years,7.35
Mexico,1993,15-24 years,5.97
Mexico,1993,5-14 years,0.42
Mexico,1994,75+ years,17.44
Mexico,1994,55-74 years,9.75
Mexico,1994,25-34 years,8.14
Mexico,1994,35-54 years,7.2
Mexico,1994,15-24 years,6.54
Mexico,1994,5-14 years,0.43
Mexico,1995,75+ years,18.78
Mexico,1995,55-74 years,9.39
Mexico,1995,25-34 years,9.15
Mexico,1995,15-24 years,7.57
Mexico,1995,35-54 years,7.29
Mexico,1995,5-14 years,0.46
Mexico,1996,75+ years,16.81
Mexico,1996,55-74 years,9.18
Mexico,1996,25-34 years,8.48
Mexico,1996,35-54 years,7.7
Mexico,1996,15-24 years,7.37
Mexico,1996,5-14 years,0.54
Mexico,1997,75+ years,15.27
Mexico,1997,25-34 years,9.47
Mexico,1997,15-24 years,8.89
Mexico,1997,55-74 years,8.07
Mexico,1997,35-54 years,8.06
Mexico,1997,5-14 years,0.71
Mexico,1998,75+ years,15.74
Mexico,1998,25-34 years,9.77
Mexico,1998,15-24 years,8.23
Mexico,1998,55-74 years,8.05
Mexico,1998,35-54 years,7.68
Mexico,1998,5-14 years,0.76
Mexico,1999,75+ years,14.1
Mexico,1999,15-24 years,9.02
Mexico,1999,25-34 years,8.84
Mexico,1999,55-74 years,8.6
Mexico,1999,35-54 years,7.37
Mexico,1999,5-14 years,0.51
Mexico,2000,75+ years,13.11
Mexico,2000,25-34 years,9.41
Mexico,2000,15-24 years,8.36
Mexico,2000,55-74 years,8.36
Mexico,2000,35-54 years,8.09
Mexico,2000,5-14 years,0.65
Mexico,2001,75+ years,19.25
Mexico,2001,25-34 years,9.6
Mexico,2001,15-24 years,8.74
Mexico,2001,55-74 years,8.68
Mexico,2001,35-54 years,7.96
Mexico,2001,5-14 years,0.68
Mexico,2002,75+ years,14.26
Mexico,2002,25-34 years,9.54
Mexico,2002,15-24 years,8.84
Mexico,2002,55-74 years,8.72
Mexico,2002,35-54 years,8.32
Mexico,2002,5-14 years,0.88
Mexico,2003,75+ years,16.75
Mexico,2003,25-34 years,10.0
Mexico,2003,55-74 years,9.39
Mexico,2003,15-24 years,9.16
Mexico,2003,35-54 years,8.68
Mexico,2003,5-14 years,0.78
Mexico,2004,75+ years,15.01
Mexico,2004,25-34 years,9.56
Mexico,2004,55-74 years,9.22
Mexico,2004,15-24 years,9.02
Mexico,2004,35-54 years,8.8
Mexico,2004,5-14 years,0.83
Mexico,2005,75+ years,15.98
Mexico,2005,25-34 years,10.22
Mexico,2005,35-54 years,9.35
Mexico,2005,15-24 years,8.97
Mexico,2005,55-74 years,8.56
Mexico,2005,5-14 years,0.83
Mexico,2006,75+ years,13.76
Mexico,2006,25-34 years,9.81
Mexico,2006,55-74 years,9.24
Mexico,2006,35-54 years,8.82
Mexico,2006,15-24 years,8.72
Mexico,2006,5-14 years,0.96
Mexico,2007,75+ years,12.88
Mexico,2007,25-34 years,9.89
Mexico,2007,55-74 years,8.93
Mexico,2007,35-54 years,8.78
Mexico,2007,15-24 years,8.46
Mexico,2007,5-14 years,0.7
Mexico,2008,75+ years,13.17
Mexico,2008,25-34 years,10.01
Mexico,2008,55-74 years,9.29
Mexico,2008,15-24 years,9.14
Mexico,2008,35-54 years,9.13
Mexico,2008,5-14 years,0.93
Mexico,2009,75+ years,14.24
Mexico,2009,25-34 years,10.22
Mexico,2009,35-54 years,10.04
Mexico,2009,55-74 years,9.68
Mexico,2009,15-24 years,9.33
Mexico,2009,5-14 years,0.91
Mexico,2010,75+ years,13.9
Mexico,2010,25-34 years,9.65
Mexico,2010,15-24 years,9.6
Mexico,2010,35-54 years,9.08
Mexico,2010,55-74 years,9.02
Mexico,2010,5-14 years,0.91
Mexico,2011,75+ years,12.61
Mexico,2011,15-24 years,11.56
Mexico,2011,25-34 years,10.46
Mexico,2011,35-54 years,9.78
Mexico,2011,55-74 years,9.58
Mexico,2011,5-14 years,1.17
Mexico,2012,75+ years,13.25
Mexico,2012,15-24 years,10.95
Mexico,2012,25-34 years,10.24
Mexico,2012,35-54 years,9.04
Mexico,2012,55-74 years,8.81
Mexico,2012,5-14 years,1.03
Mexico,2013,75+ years,12.12
Mexico,2013,25-34 years,11.51
Mexico,2013,15-24 years,10.59
Mexico,2013,35-54 years,10.21
Mexico,2013,55-74 years,9.42
Mexico,2013,5-14 years,0.86
Mexico,2014,75+ years,12.86
Mexico,2014,15-24 years,11.5
Mexico,2014,25-34 years,11.27
Mexico,2014,35-54 years,10.54
Mexico,2014,55-74 years,9.83
Mexico,2014,5-14 years,1.09
Mexico,2015,25-34 years,11.67
Mexico,2015,15-24 years,11.54
Mexico,2015,75+ years,11.42
Mexico,2015,35-54 years,10.28
Mexico,2015,55-74 years,9.03
Mexico,2015,5-14 years,1.16
Mongolia,2016,25-34 years,43.69
Mongolia,2016,35-54 years,33.81
Mongolia,2016,15-24 years,33.62
Mongolia,2016,55-74 years,25.54
Mongolia,2016,75+ years,19.55
Montenegro,2000,15-24 years,0.0
Montenegro,2000,25-34 years,0.0
Montenegro,2000,35-54 years,0.0
Montenegro,2000,5-14 years,0.0
Montenegro,2000,55-74 years,0.0
Montenegro,2000,75+ years,0.0
Montenegro,2001,15-24 years,0.0
Montenegro,2001,25-34 years,0.0
Montenegro,2001,35-54 years,0.0
Montenegro,2001,5-14 years,0.0
Montenegro,2001,55-74 years,0.0
Montenegro,2001,75+ years,0.0
Montenegro,2002,15-24 years,0.0
Montenegro,2002,25-34 years,0.0
Montenegro,2002,35-54 years,0.0
Montenegro,2002,5-14 years,0.0
Montenegro,2002,55-74 years,0.0
Montenegro,2002,75+ years,0.0
Montenegro,2003,15-24 years,0.0
Montenegro,2003,25-34 years,0.0
Montenegro,2003,35-54 years,0.0
Montenegro,2003,5-14 years,0.0
Montenegro,2003,55-74 years,0.0
Montenegro,2003,75+ years,0.0
Montenegro,2004,15-24 years,0.0
Montenegro,2004,25-34 years,0.0
Montenegro,2004,35-54 years,0.0
Montenegro,2004,5-14 years,0.0
Montenegro,2004,55-74 years,0.0
Montenegro,2004,75+ years,0.0
Montenegro,2005,75+ years,57.75
Montenegro,2005,55-74 years,57.38
Montenegro,2005,25-34 years,36.21
Montenegro,2005,35-54 years,33.83
Montenegro,2005,15-24 years,3.96
Montenegro,2005,5-14 years,0.0
Montenegro,2006,15-24 years,0.0
Montenegro,2006,25-34 years,0.0
Montenegro,2006,35-54 years,0.0
Montenegro,2006,5-14 years,0.0
Montenegro,2006,55-74 years,0.0
Montenegro,2006,75+ years,0.0
Montenegro,2007,75+ years,131.39
Montenegro,2007,55-74 years,55.47
Montenegro,2007,35-54 years,31.62
Montenegro,2007,25-34 years,26.36
Montenegro,2007,15-24 years,10.02
Montenegro,2007,5-14 years,2.3
Montenegro,2008,75+ years,75.4
Montenegro,2008,55-74 years,56.16
Montenegro,2008,35-54 years,25.87
Montenegro,2008,25-34 years,19.35
Montenegro,2008,15-24 years,14.16
Montenegro,2008,5-14 years,6.95
Montenegro,2009,75+ years,119.35
Montenegro,2009,55-74 years,42.15
Montenegro,2009,35-54 years,40.2
Montenegro,2009,15-24 years,6.16
Montenegro,2009,5-14 years,2.34
Montenegro,2009,25-34 years,2.11
Netherlands,1985,75+ years,40.96
Netherlands,1985,55-74 years,23.1
Netherlands,1985,35-54 years,17.73
Netherlands,1985,25-34 years,17.63
Netherlands,1985,15-24 years,10.64
Netherlands,1985,5-14 years,0.5
Netherlands,1986,75+ years,42.81
Netherlands,1986,55-74 years,23.81
Netherlands,1986,35-54 years,17.09
Netherlands,1986,25-34 years,15.19
Netherlands,1986,15-24 years,8.15
Netherlands,1986,5-14 years,0.31
Netherlands,1987,75+ years,41.81
Netherlands,1987,55-74 years,21.68
Netherlands,1987,35-54 years,16.87
Netherlands,1987,25-34 years,15.32
Netherlands,1987,15-24 years,9.22
Netherlands,1987,5-14 years,0.32
Netherlands,1988,75+ years,41.34
Netherlands,1988,55-74 years,20.51
Netherlands,1988,25-34 years,16.14
Netherlands,1988,35-54 years,15.54
Netherlands,1988,15-24 years,8.15
Netherlands,1988,5-14 years,0.54
Netherlands,1989,75+ years,29.0
Netherlands,1989,55-74 years,20.42
Netherlands,1989,35-54 years,16.28
Netherlands,1989,25-34 years,15.36
Netherlands,1989,15-24 years,8.91
Netherlands,1989,5-14 years,0.33
Netherlands,1990,75+ years,34.04
Netherlands,1990,25-34 years,15.85
Netherlands,1990,55-74 years,15.84
Netherlands,1990,35-54 years,15.59
Netherlands,1990,15-24 years,8.2
Netherlands,1990,5-14 years,0.55
Netherlands,1991,75+ years,42.17
Netherlands,1991,55-74 years,19.04
Netherlands,1991,35-54 years,17.75
Netherlands,1991,25-34 years,15.17
Netherlands,1991,15-24 years,9.77
Netherlands,1991,5-14 years,0.33
Netherlands,1992,75+ years,37.15
Netherlands,1992,55-74 years,20.22
Netherlands,1992,35-54 years,17.72
Netherlands,1992,25-34 years,15.78
Netherlands,1992,15-24 years,9.05
Netherlands,1992,5-14 years,0.11
Netherlands,1993,75+ years,29.92
Netherlands,1993,55-74 years,19.7
Netherlands,1993,35-54 years,16.47
Netherlands,1993,25-34 years,16.27
Netherlands,1993,15-24 years,10.38
Netherlands,1993,5-14 years,0.32
Netherlands,1994,75+ years,33.87
Netherlands,1994,55-74 years,20.61
Netherlands,1994,35-54 years,18.59
Netherlands,1994,25-34 years,16.17
Netherlands,1994,15-24 years,9.14
Netherlands,1994,5-14 years,0.32
Netherlands,1995,75+ years,25.73
Netherlands,1995,55-74 years,18.09
Netherlands,1995,35-54 years,17.79
Netherlands,1995,25-34 years,14.48
Netherlands,1995,15-24 years,9.17
Netherlands,1995,5-14 years,0.53
Netherlands,1996,75+ years,33.57
Netherlands,1996,35-54 years,18.15
Netherlands,1996,25-34 years,16.9
Netherlands,1996,55-74 years,16.38
Netherlands,1996,15-24 years,8.44
Netherlands,1996,5-14 years,0.42
Netherlands,1997,75+ years,34.01
Netherlands,1997,35-54 years,16.94
Netherlands,1997,55-74 years,16.1
Netherlands,1997,25-34 years,15.83
Netherlands,1997,15-24 years,11.29
Netherlands,1997,5-14 years,1.13
Netherlands,1998,75+ years,31.53
Netherlands,1998,25-34 years,17.27
Netherlands,1998,55-74 years,15.77
Netherlands,1998,35-54 years,15.7
Netherlands,1998,15-24 years,9.2
Netherlands,1998,5-14 years,0.61
Netherlands,1999,75+ years,27.1
Netherlands,1999,35-54 years,17.61
Netherlands,1999,55-74 years,16.43
Netherlands,1999,25-34 years,15.06
Netherlands,1999,15-24 years,8.54
Netherlands,1999,5-14 years,0.7
Netherlands,2000,75+ years,28.32
Netherlands,2000,35-54 years,17.87
Netherlands,2000,55-74 years,15.36
Netherlands,2000,25-34 years,12.95
Netherlands,2000,15-24 years,9.37
Netherlands,2000,5-14 years,0.5
Netherlands,2001,75+ years,27.71
Netherlands,2001,35-54 years,18.21
Netherlands,2001,25-34 years,14.97
Netherlands,2001,55-74 years,14.89
Netherlands,2001,15-24 years,7.33
Netherlands,2001,5-14 years,0.1
Netherlands,2002,75+ years,25.7
Netherlands,2002,35-54 years,19.42
Netherlands,2002,55-74 years,15.61
Netherlands,2002,25-34 years,15.02
Netherlands,2002,15-24 years,8.18
Netherlands,2002,5-14 years,0.49
Netherlands,2003,75+ years,21.81
Netherlands,2003,35-54 years,18.48
Netherlands,2003,55-74 years,16.35
Netherlands,2003,25-34 years,14.25
Netherlands,2003,15-24 years,6.9
Netherlands,2003,5-14 years,0.2
Netherlands,2004,75+ years,22.62
Netherlands,2004,35-54 years,19.62
Netherlands,2004,55-74 years,14.85
Netherlands,2004,25-34 years,12.61
Netherlands,2004,15-24 years,7.28
Netherlands,2004,5-14 years,0.69
Netherlands,2005,75+ years,21.17
Netherlands,2005,35-54 years,20.1
Netherlands,2005,55-74 years,16.25
Netherlands,2005,25-34 years,13.35
Netherlands,2005,15-24 years,7.86
Netherlands,2005,5-14 years,1.08
Netherlands,2006,75+ years,24.39
Netherlands,2006,35-54 years,18.66
Netherlands,2006,55-74 years,15.27
Netherlands,2006,25-34 years,13.69
Netherlands,2006,15-24 years,9.13
Netherlands,2006,5-14 years,0.1
Netherlands,2007,75+ years,18.91
Netherlands,2007,35-54 years,17.03
Netherlands,2007,55-74 years,15.05
Netherlands,2007,25-34 years,11.19
Netherlands,2007,15-24 years,7.18
Netherlands,2007,5-14 years,0.49
Netherlands,2008,75+ years,20.75
Netherlands,2008,35-54 years,18.46
Netherlands,2008,55-74 years,14.83
Netherlands,2008,25-34 years,11.83
Netherlands,2008,15-24 years,6.61
Netherlands,2008,5-14 years,0.49
Netherlands,2009,75+ years,22.48
Netherlands,2009,35-54 years,19.41
Netherlands,2009,55-74 years,16.7
Netherlands,2009,25-34 years,11.46
Netherlands,2009,15-24 years,7.51
Netherlands,2009,5-14 years,0.59
Netherlands,2010,35-54 years,20.01
Netherlands,2010,55-74 years,18.71
Netherlands,2010,75+ years,18.61
Netherlands,2010,25-34 years,11.44
Netherlands,2010,15-24 years,9.38
